,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
10682,X-Men: Destiny,Wii,2011.0,Action,Activision,0.07,0.02,0.0,0.01,36.0,10.0,4.5,15.0,Silicon Knights,T
14295,Electroplankton,DS,2005.0,Misc,Nintendo,0.01,0.0,0.02,0.0,71.0,49.0,7,37.0,Indies Zero,E
10998,Beowulf: The Game,PSP,2007.0,Action,Ubisoft,0.08,0.0,0.0,0.01,44.0,4.0,5.4,7.0,Virtuos,M
11271,NCAA Football 08,XB,2007.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,82.0,4.0,8.1,8.0,EA Sports,E
7643,Grandia II,DC,2000.0,Role-Playing,Ubisoft,0.0,0.0,0.2,0.0,90.0,17.0,8.8,57.0,Game Arts,T
54,Gran Turismo 5,PS3,2010.0,Racing,Sony Computer Entertainment,2.96,4.82,0.81,2.11,84.0,82.0,7.5,1112.0,Polyphony Digital,E
3451,Tom Clancy's HAWX,X360,2009.0,Action,Ubisoft,0.31,0.19,0.02,0.06,73.0,64.0,7.3,51.0,Ubisoft Romania,T
6305,Pac-Pix,DS,2005.0,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,71.0,41.0,7.1,7.0,Namco,E
10093,Coraline,PS2,2009.0,Action,D3Publisher,0.06,0.04,0.0,0.01,39.0,5.0,2,6.0,Papaya Studios,E10+
1481,World of Warcraft: Wrath of the Lich King,PC,2008.0,Role-Playing,Activision,0.01,0.13,0.0,1.18,91.0,47.0,7.5,930.0,Blizzard Entertainment,T
13087,FIFA Soccer 2004,GBA,2003.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,82.0,4.0,7.9,9.0,Exient Entertainment,E
8038,Call of Duty: World at War,PC,2008.0,Shooter,Activision,0.02,0.14,0.0,0.03,83.0,36.0,7.5,721.0,Treyarch,M
3335,Kinect Sports Rivals,XOne,2014.0,Sports,Microsoft Game Studios,0.3,0.23,0.02,0.05,60.0,53.0,5.1,144.0,Microsoft Game Studios,E10+
6016,Prince of Persia: Rival Swords,Wii,2007.0,Action,Ubisoft,0.24,0.02,0.0,0.02,70.0,30.0,7.7,21.0,Ubisoft Montreal,T
9138,Eternal Poison,PS2,2008.0,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,65.0,11.0,8.2,9.0,Flight-Plan,T
11485,Space Channel 5 Special Edition,PS2,2003.0,Misc,Agetec,0.04,0.03,0.0,0.01,79.0,16.0,8.6,10.0,UGA,T
6645,Medal of Honor European Assault,GC,2005.0,Shooter,Electronic Arts,0.19,0.05,0.0,0.01,71.0,22.0,7.9,14.0,EA LA,T
11249,The Sims 2: Apartment Life,PC,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.01,75.0,10.0,7.7,19.0,Electronic Arts,T
5490,Planet Puzzle League,DS,2007.0,Puzzle,Nintendo,0.14,0.01,0.16,0.01,86.0,25.0,8.2,15.0,Intelligent Systems,E
768,Hitman: Absolution,PS3,2012.0,Action,Square Enix,0.59,1.05,0.07,0.44,83.0,30.0,7.5,511.0,Io Interactive,M
8477,Alien Resurrection,PS,2000.0,Shooter,Fox Interactive,0.09,0.06,0.0,0.01,61.0,12.0,7.5,15.0,Argonaut Games,M
4524,Dawn of Mana,PS2,2006.0,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,57.0,27.0,6.8,11.0,Square Enix,T
8914,Blazing Angels 2: Secret Missions of WWII,PS3,2007.0,Simulation,Ubisoft,0.1,0.03,0.0,0.02,70.0,10.0,7.2,12.0,Ubisoft Romania,T
8058,Saint Seiya: Soldiers' Soul,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.12,0.04,0.02,59.0,30.0,7.8,45.0,Dimps Corporation,T
2482,Lizzie McGuire 2: Lizzie Diaries,GBA,2004.0,Action,Disney Interactive Studios,0.6,0.22,0.0,0.01,57.0,6.0,5,5.0,Artificial Mind and Movement,E
10454,The First Templar,X360,2011.0,Action,Kalypso Media,0.06,0.04,0.0,0.01,52.0,21.0,6.3,26.0,Haemimont,T
1759,Gauntlet: Dark Legacy,PS2,2001.0,Action,Midway Games,0.56,0.44,0.0,0.15,73.0,15.0,8.3,30.0,Midway,T
9984,NHL 2K3,XB,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,89.0,17.0,7.1,14.0,Treyarch,E
3701,Dragon Ball Z: Shin Budokai,PSP,2006.0,Fighting,Atari,0.26,0.08,0.13,0.07,70.0,21.0,8.1,19.0,Dimps Corporation,T
4243,Brothers In Arms: Road to Hill 30,PS2,2005.0,Shooter,Ubisoft,0.38,0.01,0.0,0.06,82.0,30.0,7.6,30.0,Gearbox Software,M
688,Guild Wars 2,PC,2012.0,Action,NCSoft,0.96,1.07,0.0,0.27,90.0,69.0,7.9,2954.0,ArenaNet,T
4944,Just Dance 2015,PS4,2014.0,Misc,Ubisoft,0.19,0.13,0.0,0.07,72.0,8.0,5.8,32.0,Ubisoft,E10+
10395,Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,54.0,6.0,7.1,10.0,Immersion Software & Graphics,T
2713,Wall-E,PS2,2008.0,Platform,THQ,0.21,0.0,0.0,0.54,67.0,8.0,8.4,9.0,Asobo Studio,E
4757,NFL GameDay 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.23,0.15,0.0,0.03,62.0,10.0,8.8,4.0,989 Sports,E
6320,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004.0,Role-Playing,Square Enix,0.13,0.1,0.0,0.03,67.0,21.0,8.4,20.0,Racjin,T
1990,Naruto: Clash of Ninja 2,GC,2003.0,Fighting,Nintendo,0.44,0.12,0.45,0.03,74.0,22.0,8.9,39.0,8ing/Raizing,T
12312,Criminal Girls: Invite Only,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,55.0,31.0,6.7,37.0,"Image Epoch, Imageepoch",M
1205,Spider-Man 2: Enter: Electro,PS,2001.0,Action,Activision,0.57,0.87,0.02,0.09,74.0,15.0,8.7,35.0,Vicarious Visions,E
13050,Cities in Motion,PC,2011.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,70.0,20.0,7.7,105.0,Colossal Order,E
16503,Sherlock Holmes: The Devil's Daughter,PS4,2016.0,Adventure,Bigben Interactive,0.01,0.0,0.0,0.0,70.0,27.0,6.8,64.0,Frogwares,T
3600,ESPN NFL Football,PS2,2003.0,Sports,Sega,0.27,0.21,0.0,0.07,91.0,20.0,8.5,25.0,Visual Concepts,E
6490,Battlestations: Midway,X360,2007.0,Strategy,Eidos Interactive,0.21,0.02,0.0,0.02,73.0,55.0,7.1,40.0,Eidos Interactive,T
16700,Breach,PC,2011.0,Shooter,Destineer,0.01,0.0,0.0,0.0,61.0,12.0,5.8,43.0,Atomic Games,T
8070,MotoGP 14 ,PS4,2014.0,Racing,Milestone S.r.l.,0.04,0.11,0.0,0.03,73.0,28.0,6.4,26.0,Milestone S.r.l,E
7973,EverQuest Online Adventures: Frontiers,PS2,2003.0,Role-Playing,Sony Online Entertainment,0.09,0.07,0.0,0.02,77.0,16.0,8.5,17.0,Sony Online Entertainment,T
536,Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,1.05,1.23,0.03,0.47,89.0,59.0,7.2,301.0,Criterion Games,E10+
8766,DiRT 3,PC,2011.0,Racing,Codemasters,0.0,0.13,0.0,0.03,86.0,23.0,6.9,433.0,Codemasters,T
13224,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001.0,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,64.0,5.0,7.4,5.0,EKO Software,E
11694,Stuart Little 3: Big Photo Adventure,PS2,2005.0,Platform,Sony Computer Entertainment,0.04,0.03,0.0,0.01,71.0,5.0,7.7,7.0,Magenta Software,E
14222,Red Faction II,GC,2003.0,Shooter,THQ,0.03,0.01,0.0,0.0,79.0,12.0,7.3,4.0,Cranky Pants Games,M
5031,Pokemon Channel,GC,2003.0,Adventure,Nintendo,0.24,0.06,0.07,0.01,55.0,21.0,6,22.0,Ambrella,E
6514,Batman: Vengeance,GC,2001.0,Adventure,Ubisoft,0.2,0.05,0.0,0.01,70.0,17.0,5.8,16.0,Ubisoft Montreal,T
1854,Plants vs. Zombies,DS,2011.0,Strategy,Mastertronic,0.9,0.12,0.0,0.08,81.0,23.0,7.4,29.0,TOSE,E10+
16148,Don Bradman Cricket 14,PS3,2014.0,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,73.0,5.0,6.9,55.0,Big Ant Studios,E
2872,Godzilla: Destroy All Monsters Melee,GC,2002.0,Fighting,Atari,0.55,0.14,0.0,0.02,73.0,30.0,7.8,23.0,"Pipeworks Software, Inc.",T
3030,Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007.0,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,77.0,41.0,7.2,25.0,Square Enix,E10+
1645,Golden Sun: The Lost Age,GBA,2002.0,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,86.0,29.0,9.5,150.0,Camelot Software Planning,E
3417,Harvest Moon: Friends of Mineral Town,GBA,2003.0,Simulation,Ubisoft,0.34,0.13,0.11,0.01,81.0,25.0,9.6,116.0,TOSE,E
3476,Tenchu 2: Birth of the Stealth Assassins,PS,2000.0,Action,Activision,0.32,0.22,0.0,0.04,77.0,14.0,8.7,32.0,Acquire,M
11053,Rugby 2005,PS2,2005.0,Sports,Electronic Arts,0.04,0.03,0.0,0.01,71.0,15.0,8.6,19.0,HB Studios Multimedia,E
1792,The Lord of the Rings: The Return of the King,XB,2003.0,Action,Electronic Arts,0.71,0.38,0.0,0.05,84.0,31.0,9.1,31.0,EA Games,T
13718,Deadliest Warrior: Ancient Combat,X360,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,37.0,5.0,6.3,4.0,"Pipeworks Software, Inc.",M
3797,Oni,PS2,2001.0,Action,Take-Two Interactive,0.26,0.2,0.0,0.07,69.0,24.0,7.8,22.0,Rockstar Toronto,T
7196,The Lord of the Rings: The Third Age,GBA,2004.0,Role-Playing,Electronic Arts,0.16,0.06,0.0,0.0,67.0,7.0,8.5,12.0,Griptonite Games,T
4146,Dark Sector,PS3,2008.0,Shooter,D3Publisher,0.23,0.16,0.01,0.07,72.0,47.0,7.6,70.0,Digital Extremes,M
6024,Madden NFL 08,XB,2007.0,Sports,Electronic Arts,0.22,0.06,0.0,0.01,76.0,6.0,6,4.0,EA Tiburon,E
8795,Disney's The Lion King: Simba's Mighty Adventure,PS,2000.0,Action,Activision,0.08,0.06,0.0,0.01,30.0,5.0,6.9,9.0,Paradox Development,E
126,FIFA 14,PS3,2013.0,Sports,Electronic Arts,0.78,4.24,0.07,1.37,86.0,37.0,4.3,576.0,EA Canada,E
5959,NBA Street V3,GC,2005.0,Sports,Electronic Arts,0.23,0.06,0.0,0.01,88.0,36.0,8.4,16.0,EA Canada,E
4451,Thrillville: Off the Rails,Wii,2007.0,Strategy,LucasArts,0.38,0.02,0.0,0.03,70.0,14.0,2.8,40.0,Frontier Developments,E10+
3531,Doom 3 BFG Edition,PS3,2012.0,Shooter,Bethesda Softworks,0.26,0.21,0.0,0.1,67.0,16.0,6.4,107.0,id Software,M
827,Sonic Mega Collection,GC,2002.0,Misc,Infogrames,1.47,0.48,0.05,0.06,75.0,26.0,8.8,41.0,Sonic Team,E
7790,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005.0,Action,Ubisoft,0.16,0.01,0.0,0.02,56.0,10.0,6.4,22.0,Phoenix Games Studio,T
984,50 Cent: Bulletproof,PS2,2005.0,Action,Vivendi Games,0.85,0.76,0.0,0.16,47.0,21.0,6.6,129.0,Genuine Games,M
11197,Henry Hatsworth in the Puzzling Adventure,DS,2009.0,Puzzle,Electronic Arts,0.08,0.0,0.0,0.01,82.0,46.0,8,38.0,EA Tiburon,E
7783,Mace Griffin: Bounty Hunter,PS2,2003.0,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,62.0,19.0,8.3,7.0,Warthog,M
8554,Hyperdimension Neptunia Victory,PS3,2012.0,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,55.0,19.0,7.8,94.0,"Idea Factory, Compile Heart",T
814,DriveClub,PS4,2014.0,Racing,Sony Computer Entertainment,0.36,1.38,0.02,0.31,71.0,85.0,6.1,1571.0,Evolution Studios,E
6166,Mega Man ZX,DS,2006.0,Platform,Capcom,0.16,0.0,0.1,0.02,76.0,37.0,8.3,32.0,Inti Creates,E
16549,Madagascar: Escape 2 Africa,PC,2008.0,Action,Activision,0.01,0.0,0.0,0.0,58.0,6.0,8,4.0,Aspyr,E10+
11517,"Warhammer 40,000: Dawn of War II - Retribution",PC,2011.0,Strategy,THQ,0.0,0.06,0.0,0.02,80.0,52.0,7.8,235.0,Relic,M
5779,Tiger Woods PGA Tour 06,X360,2005.0,Sports,Electronic Arts,0.28,0.0,0.0,0.02,71.0,36.0,7.4,8.0,EA Sports,E
2116,Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,0.89,0.0,0.0,0.08,81.0,31.0,5.3,33.0,EA Tiburon,E
793,Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,Capcom,0.99,0.63,0.29,0.19,84.0,60.0,9,212.0,Capcom,M
6898,X-Men: Destiny,PS3,2011.0,Action,Activision,0.14,0.07,0.0,0.03,50.0,33.0,4.8,37.0,Silicon Knights,T
94,FIFA 17,PS4,2016.0,Sports,Electronic Arts,0.66,5.75,0.08,1.11,85.0,41.0,5,398.0,"EA Sports, EA Vancouver",E
4225,Rygar: The Legendary Adventure,PS2,2002.0,Action,Wanadoo,0.2,0.15,0.06,0.05,83.0,30.0,8.4,14.0,Tecmo,T
3756,NCAA March Madness 2005,PS2,2004.0,Sports,Electronic Arts,0.44,0.02,0.0,0.07,78.0,19.0,8.3,13.0,EA Canada,E
2371,Grand Theft Auto IV,PC,2008.0,Action,Take-Two Interactive,0.01,0.79,0.0,0.07,90.0,40.0,6.6,2299.0,Rockstar Toronto,M
11420,Mega Man Legacy Collection,PS4,2016.0,Platform,Capcom,0.07,0.0,0.0,0.02,77.0,22.0,6.1,55.0,Digital Eclipse,E
7863,Tomb Raider: Underworld,DS,2008.0,Action,Eidos Interactive,0.15,0.02,0.0,0.01,70.0,9.0,8.4,10.0,Santa Cruz Games,T
14188,Silent Scope,GBA,2002.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,70.0,5.0,8,5.0,Now Production,T
6028,Pirates of the Caribbean,XB,2003.0,Role-Playing,Ubisoft,0.22,0.06,0.0,0.01,65.0,30.0,7.4,27.0,Akella,T
11045,Fullmetal Alchemist: Dual Sympathy,DS,2005.0,Role-Playing,Empire Interactive,0.05,0.0,0.04,0.0,58.0,15.0,7.3,12.0,Natsume,T
1865,Tales of Symphonia,GC,2003.0,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,86.0,60.0,8.5,176.0,Namco,T
4612,Mega Man Anniversary Collection,GC,2004.0,Platform,Capcom,0.32,0.08,0.0,0.01,81.0,32.0,8.8,17.0,Atomic Planet Entertainment,E
2243,007: The World is not Enough,PS,2000.0,Action,Electronic Arts,0.51,0.35,0.0,0.06,61.0,11.0,6.7,44.0,Black Ops Entertainment,T
5373,Thunderstrike: Operation Phoenix,PS2,2001.0,Simulation,Eidos Interactive,0.17,0.13,0.0,0.04,65.0,15.0,8.1,7.0,Core Design Ltd.,T
2336,Ace Combat 2,PS,1997.0,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,83.0,10.0,8.2,22.0,Namco,T
10789,MotoGP 2,XB,2003.0,Racing,THQ,0.07,0.02,0.0,0.0,87.0,23.0,8.5,14.0,Climax Group,E
922,Toy Story Mania!,Wii,2009.0,Misc,Disney Interactive Studios,1.04,0.66,0.0,0.18,49.0,15.0,6.6,13.0,Papaya Studios,E
5408,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,Ubisoft,0.22,0.09,0.0,0.03,77.0,49.0,7.9,78.0,Ubisoft,T
7667,Afro Samurai,PS3,2009.0,Action,Atari,0.12,0.05,0.0,0.03,65.0,52.0,6.1,27.0,"Namco Bandai Games America, Namco Bandai Games",M
5567,Dead Space 2,PC,2011.0,Shooter,Electronic Arts,0.13,0.15,0.0,0.04,87.0,28.0,8.3,974.0,Visceral Games,M
14889,Super Monkey Ball Adventure,PS2,2006.0,Platform,Sega,0.01,0.01,0.0,0.0,53.0,32.0,6.7,10.0,TT Games,E
1202,Tom Clancy's Rainbow Six 3,XB,2003.0,Shooter,Ubisoft,0.91,0.57,0.0,0.07,86.0,39.0,8.5,31.0,Ubisoft,M
5765,Manhunt 2,PSP,2007.0,Action,Take-Two Interactive,0.04,0.17,0.0,0.09,69.0,15.0,8.1,38.0,Rockstar London,M
8389,Demon Gaze,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.02,70.0,38.0,7.4,129.0,Experience Inc.,T
11302,BlazBlue Central Fiction,PS4,2016.0,Fighting,PQube,0.04,0.0,0.03,0.01,85.0,21.0,7.6,39.0,Arc System Works,T
10343,Dawn of Discovery,DS,2009.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,82.0,11.0,7.3,7.0,Keen Games,E
4033,Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,0.2,0.21,0.0,0.08,81.0,29.0,7.7,111.0,PopCap,E10+
11246,Lara Croft and the Temple of Osiris,PS4,2014.0,Action,Square Enix,0.0,0.07,0.0,0.01,74.0,40.0,6.7,128.0,Nixxes Software,T
2192,Tom Clancy's Splinter Cell: Blacklist,PS3,2013.0,Action,Ubisoft,0.34,0.39,0.06,0.15,84.0,27.0,7.7,314.0,Ubisoft Toronto,M
2712,Harry Potter and the Half-Blood Prince,Wii,2009.0,Action,Electronic Arts,0.28,0.39,0.0,0.08,60.0,35.0,6,8.0,EA Bright Light,E10+
9184,TRINITY: Souls of Zill O'll,PS3,2010.0,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,55.0,34.0,6.2,33.0,Omega Force,T
2190,Castlevania: Lament of Innocence,PS2,2003.0,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,79.0,45.0,8.4,74.0,KCET,M
5142,Xenosaga Episode III: Also sprach Zarathustra,PS2,2006.0,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,81.0,34.0,9,59.0,Monolith Soft,T
11954,Galerians: Ash,PS2,2002.0,Adventure,Sammy Corporation,0.03,0.03,0.0,0.01,50.0,22.0,7.9,11.0,Polygon Magic,T
6943,Karaoke Revolution Volume 2,PS2,2004.0,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,76.0,26.0,7,4.0,Harmonix Music Systems,E
10055,Phantom Dust,XB,2004.0,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0,81.0,37.0,8.5,35.0,Microsoft Game Studios Japan,T
2136,Far Cry 3,PC,2012.0,Shooter,Ubisoft,0.22,0.62,0.0,0.12,88.0,43.0,8.2,3183.0,Ubisoft Montreal,M
1065,Harry Potter and the Sorcerer's Stone,GBA,2001.0,Action,Electronic Arts,0.87,0.66,0.08,0.08,64.0,8.0,7.1,7.0,Griptonite Games,E
14060,Saints Row 2,PC,2009.0,Action,THQ,0.0,0.03,0.0,0.01,72.0,24.0,6.8,380.0,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M
77,FIFA 16,PS4,2015.0,Sports,Electronic Arts,1.12,6.12,0.06,1.28,82.0,42.0,4.3,896.0,EA Sports,E
2898,Tony Hawk's Underground,GC,2003.0,Sports,Activision,0.54,0.14,0.0,0.02,89.0,19.0,8.5,24.0,Neversoft Entertainment,T
15524,TOCA Race Driver 3,PC,2006.0,Racing,Codemasters,0.0,0.02,0.0,0.0,84.0,16.0,7.8,53.0,Codemasters,E10+
4820,MX vs. ATV Unleashed,XB,2005.0,Racing,THQ,0.32,0.07,0.0,0.01,80.0,21.0,8.3,13.0,Rainbow Studios,E
6413,Section 8,X360,2009.0,Shooter,SouthPeak Games,0.15,0.09,0.0,0.02,69.0,49.0,7.3,59.0,TimeGate Studios,T
8007,Siren,PS2,2003.0,Adventure,Sony Computer Entertainment,0.09,0.07,0.0,0.02,72.0,48.0,7.8,41.0,SCE Japan Studio,M
5468,Ninja Blade,X360,2009.0,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,68.0,65.0,6.8,55.0,From Software,M
5415,Kameo: Elements of Power,X360,2005.0,Action,Microsoft Game Studios,0.28,0.03,0.0,0.03,79.0,76.0,8.1,107.0,Rare Ltd.,T
2560,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012.0,Puzzle,Level 5,0.2,0.26,0.3,0.04,79.0,69.0,8.5,99.0,Level 5,T
2635,James Bond 007: Nightfire,GC,2002.0,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,80.0,17.0,8.6,46.0,Eurocom Entertainment Software,T
5256,Earth Defense Force 2025,PS3,2013.0,Shooter,D3Publisher,0.04,0.02,0.27,0.01,69.0,28.0,7.5,52.0,Sandlot,M
3530,SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003.0,Platform,THQ,0.45,0.1,0.0,0.02,70.0,8.0,8.9,17.0,Heavy Iron Studios,E
1908,Dragon Ball Z: Taiketsu,GBA,2003.0,Fighting,Atari,0.77,0.29,0.0,0.02,40.0,23.0,6.1,22.0,Webfoot Technologies,T
12621,Broken Sword: The Shadow of the Templars,GBA,2002.0,Adventure,BAM! Entertainment,0.04,0.02,0.0,0.0,80.0,17.0,7.8,10.0,Revolution Software,T
235,Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.8,1.39,1.11,0.29,86.0,74.0,8.4,458.0,Next Level Games,E
1604,Baldur's Gate: Dark Alliance,PS2,2001.0,Role-Playing,Virgin Interactive,0.61,0.48,0.0,0.16,87.0,29.0,8.3,90.0,Snowblind Studios,T
3490,Far Cry Instincts,XB,2005.0,Shooter,Ubisoft,0.32,0.24,0.0,0.02,85.0,56.0,5.7,73.0,Ubisoft Montreal,M
16601,Saints Row: Gat out of Hell,XOne,2015.0,Action,Deep Silver,0.0,0.01,0.0,0.0,65.0,16.0,6,27.0,Volition Inc.,M
11150,Ikaruga,GC,2003.0,Shooter,Atari,0.07,0.02,0.0,0.0,85.0,52.0,8.5,42.0,Treasure,E
10568,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,71.0,17.0,6.3,39.0,5TH Cell,E10+
1342,Classic NES Series: Super Mario Bros.,GBA,2004.0,Platform,Nintendo,0.0,0.0,1.39,0.03,84.0,14.0,8.6,44.0,Nintendo,E
1619,Driv3r,PS2,2004.0,Racing,Atari,0.6,0.47,0.0,0.16,57.0,51.0,5.5,102.0,Reflections Interactive,M
11905,Stacked with Daniel Negreanu,PS2,2006.0,Misc,Myelin Media,0.04,0.03,0.0,0.01,63.0,23.0,5.3,7.0,5000ft,T
5287,One Piece: Burning Blood,PS4,2016.0,Fighting,Namco Bandai Games,0.11,0.13,0.07,0.05,66.0,45.0,7.8,49.0,Spike Chunsoft,T
2060,God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,86.0,73.0,8.4,255.0,Ready at Dawn,M
2219,Kirby: Planet Robobot,3DS,2016.0,Action,Nintendo,0.28,0.14,0.47,0.04,81.0,71.0,8.7,87.0,HAL Labs,E
6038,Sonic Boom: Shattered Crystal,3DS,2014.0,Action,Sega,0.17,0.09,0.0,0.03,47.0,21.0,6.3,160.0,Sanzaru Games,E
260,Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2.11,1.16,0.73,0.32,93.0,83.0,9,1607.0,Nintendo,E
9093,Pirates: The Legend of Black Kat,PS2,2002.0,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,72.0,24.0,7.9,8.0,Westwood Studios,T
3744,Time Crisis II,PS2,2001.0,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,81.0,21.0,7.9,20.0,Namco,T
2026,Sonic Unleashed,PS3,2008.0,Platform,Sega,0.56,0.32,0.01,0.14,54.0,24.0,7.9,130.0,Sonic Team,E10+
6988,ESPN NHL Hockey,PS2,2003.0,Sports,Sega,0.11,0.09,0.0,0.03,90.0,19.0,7,22.0,Kush Games,E
1828,Guitar Hero 5,PS2,2009.0,Misc,Activision,0.28,0.3,0.0,0.54,71.0,4.0,2.6,10.0,BudCat,T
9765,Curious George,PS2,2006.0,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,53.0,13.0,7.7,6.0,Monkey Bar Games,E
6233,Avatar: The Last Airbender,Wii,2006.0,Adventure,THQ,0.23,0.02,0.0,0.02,56.0,15.0,5.8,8.0,AWE Games,E10+
12846,Mirror's Edge,PC,2009.0,Platform,Electronic Arts,0.0,0.05,0.0,0.01,81.0,44.0,8.1,1026.0,EA DICE,T
6283,Athens 2004,PS2,2004.0,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,61.0,57.0,7.2,13.0,Eurocom Entertainment Software,E
224,Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,94.0,87.0,8.7,1472.0,Rocksteady Studios,T
10002,Cabela's Deer Hunt 2005 Season,XB,2004.0,Sports,Activision,0.09,0.02,0.0,0.0,59.0,5.0,7.5,6.0,Sand Grain Studios,T
6469,Dragon Ball Z: Tenkaichi Tag Team,PSP,2010.0,Fighting,Namco Bandai Games,0.11,0.03,0.09,0.03,63.0,22.0,8.6,20.0,Spike,T
846,Just Dance 3,X360,2011.0,Misc,Ubisoft,1.47,0.39,0.0,0.16,70.0,34.0,7.7,17.0,Ubisoft,E10+
4289,PlayStation All-Stars Battle Royale,PSV,2012.0,Action,Sony Computer Entertainment,0.21,0.14,0.01,0.09,75.0,15.0,7.5,221.0,Bluepoint Games,T
5560,Battlestations: Pacific,X360,2009.0,Strategy,Eidos Interactive,0.17,0.11,0.01,0.03,76.0,48.0,7.4,41.0,Eidos Interactive,T
2551,The Sims 2,PS2,2005.0,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,75.0,31.0,4.4,166.0,Maxis,T
117,Gears of War 2,X360,2008.0,Shooter,Microsoft Game Studios,4.15,1.9,0.06,0.64,93.0,90.0,7.7,2739.0,Epic Games,M
5966,Glory of Heracles,DS,2008.0,Role-Playing,Nintendo,0.19,0.0,0.08,0.01,69.0,23.0,7.3,18.0,Paon Corporation,E10+
12362,Cel Damage,GC,2002.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,67.0,12.0,6.8,11.0,Pseudo Interactive,T
14043,Harry Potter and the Prisoner of Azkaban,PC,2004.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,67.0,19.0,7.2,50.0,KnowWonder,E
7489,Dead to Rights: Retribution,X360,2010.0,Shooter,Namco Bandai Games,0.11,0.08,0.0,0.02,61.0,64.0,7,34.0,Volatile Games,M
5342,Def Jam Icon,X360,2007.0,Action,Electronic Arts,0.3,0.01,0.0,0.03,69.0,48.0,6.3,108.0,EA Chicago,M
4324,Red Faction: Armageddon,PS3,2011.0,Shooter,THQ,0.2,0.15,0.03,0.07,71.0,52.0,7.3,58.0,Volition Inc.,M
2590,Darksiders II,X360,2012.0,Action,THQ,0.45,0.27,0.0,0.07,83.0,63.0,8,456.0,Vigil Games,M
